sample_id,review_text,annotator_1_label,annotator_2_label,adjudicated_label,notes
SA-114,Kỹ năng quản lý còn yếu . Môi trường học hỏi tốt nếu được vào dự án phát triển từ đầu. Thích hợp cho người mới tốt nghiệp. . Đôi khi làm cả sáng thứ bảy. OT thường xuyên. Nên khó có thể trụ lâu dài.,,,,
SA-115,"Môi trường học tập tốt, lương thấp . - Môi trường làm việc tốt
- Thích hợp cho người mới ra trường học tập process chuẩn
- Lead tận tình nên học hỏi được nhiều thứ
Môi trường học hỏi tốt cho người mới đi làm. Xếp dễ thương hướng dẫn tận tình . - Lương thấp
- Nếu vào fresher bị ràng buộc 1 năm
- Thường xuyên OT",,,,
SA-116,"Quan hệ đồng nghiệp tốt nhưng chế độ đãi ngộ và lương thưởng thấp so với nỗ lực. . Quan hệ đồng nghiệp vui, gắn kết, Có cơ hội học hỏi dành cho các bạn mới ra trường. . Tất cả mọi nhân viên đều biết lương FSoft rất thấp so với mặt bằng chung. Chính sách công ty cũng thay máu liên tục nên đa số nhân viên đủ lông đủ cánh thì sẽ nhảy việc.
OT sấp mặt nhưng ít khi đc approve request OT, đa số phải tự OT cho xong việc mà không được lương OT",,,,
SA-117,"Đồng nghiệp thân thiện . Môi trường và giờ giấc làm việc khá thoải mái. Client thân thiện, dự án ít áp lực.
Dự án mình làm chưa phải OT bao giờ nên chưa biết. . Hiện tại chưa có điểm nào mình thấy cần cải thiện.",,,,
SA-118,"OK nhưng HR khá lồi lõm và chậm chạp . văn phòng đẹp
lương ổn
chịu khó thì học hỏi được nhiều . lần pv đầu tiên dù là vào vòng cuối cũng phải chủ động liên hệ để biết kết quả không thì biệt tăm luôn
tuỳ team mà thường ko trả lương OT
mn tan làm khá muộn",,,,
SA-119,"Không phải là môi trường phù hợp cho software developer thuần về hướng kỹ thuật . - đồng nghiệp thân thiện
- giờ giấc linh hoạt
- lương tháng 13 cố định . - Môi trường ""nịnh bợ"", phân biệt tầng lớp
- Chất lượng công việc không được quan tâm, thả lỏng. Mỗi nhân viên tự ""bơi"" trong dự án của riêng mình. Quản lý yếu kém của các PM, thậm chí các PM còn không nắm được công việc thật tế của member.
- Là chi nhánh ""con"" của Ấn Độ, thường xuyên bị bên Ấn chèn ép và phải làm những dự án với công nghệ rất cũ, tài liệu không có, cách viết code rất tệ. Các PM bên Việt Nam hầu như không dám có ý kiến phản đối.
- Mang tiếng là công ty Engineering nhưng những người đi thuần theo hướng kỹ thuật không được quan tâm, chỉ giống như những member bình thường khác.
- Có rất nhiều ""giai thoại"" trong việc ép nhân viên phải ký bond như là một hình thức hiệu quả duy nhất để giữ nhân viên. Ngoài ra cũng có khá nhiều chính sách ""bí ẩn"" mà nhân viên chỉ được biết khi ở trong từng tình huống cụ thể.",,,,
SA-120,"Môi trường làm việc không tốt, gò bó nhân viên . Có nhiều hoạt động trong giờ làm việc để giúp nhân viên thư giãn. . - Cách quản lý của CEO không chuyên nghiệp. Thường đem tâm trạng cá nhân vào công việc để quản lý nhân viên. Bữa nào vui thì nhân viên thoải mái, bữa nào bực bội, khó chịu thì sẽ gò bó nhân viên.
- Lương thấp.
- Bàn ghế nhỏ, máy tính thì cũ.
- Kiểm soát giờ vào làm của nhân viên rất kỹ. 1 tuần đi trễ không được quá 3 lần nếu không sẽ bị trừ lương.
Không trả lương đàng hoàng cho OT. Cuối tuần đã OT thì sẽ không có được ngày khác để nghỉ bù.",,,,
SA-121,"Môi trường & phúc lợi tốt, không phù hợp với fresher . - Cung cấp đồ ăn sáng/trưa miễn phí.
- Lương cao.
- Phúc lợi tốt.
Hầu như không OT, làm việc đúng giờ và về. Giờ giấc không gò bó, nhưng cũng không có chế độ thưởng khi đi làm đúng giờ. . - Môi trường làm việc khá ồn.
- Pair programming.
- Không được tự chọn proj mình muốn.",,,,
SA-122,"Có cơ hội thực tập 3 tháng . Các bạn thực tập cùng vui vẻ, hòa đồng, tuy nợ trợ cấp thực tập nhưng vẫn trả (đến lúc làm công ty khác thì mới trả)
applied DE, dự án dừng nên phải báo cáo bằng SQL, hỗ trợ team Backend.
Thanh toán trợ cấp thực tập trễ có thể tính bằng tháng, hầm xe chật . Thời gian thanh toán lương, trợ cấp. Cần quy trình làm việc bài bản hơn. Vì không được làm đúng vị trí ứng tuyển nên cũng không góp ý nhiều.",,,,
SA-123,"Giữ nhân viên bằng văn hóa chứ không phải lương . Văn hóa tốt
Nhiều gái xinh
Được trải nghiệm ở môi trường IT lớn . Lương thấp so với mặt bằng chung
Nhiều thành phần nịnh hót, kỹ năng không cao nhưng dẻo mồm
Nên làm lấy kinh nghiệm rồi nhảy việc
OT bất tận, cũng tùy dự án nhưng nhìn chung là nhiều",,,,
SA-124,"Chính sách đã từng rất tốt . hệ thống data, SQL rất tốt, team tech rất giỏi và đáng tự hào
không có OT nhưng về sale thì xét theo target thôi nên không sao . càng ngày càng có xu hướng ép lương cực mạnh, chính sách bất cập, không có phụ cấp đi lại/ăn uống/điện thoại/máy tính cho sales. Tất cả phải tự lo và tự trang bị.
Deal lương 1 đằng sau lại tự đơn phương thay đổi (bảo chỉ giảm lương base và tăng commission, ảnh hưởng trực tiếp đến quyền lợi về BHXH, sao không nói thẳng từ đầu khi đưa offer). Chậm trễ trong việc tái kí hợp đồng",,,,
SA-125,"Phúc lợi ổn, công việc ổn định, hạn chế OT . Công việc không quá đều, làm việc trực tiếp với bên UK
Khi OT được approved sẽ được chi trả đầy đủ, không . Không có gì để phàn nàn hơn nữa, mọi người đều thân thiện",,,,
SA-126,"PM tốt, có tâm . Văn phòng nhìn chung là đẹp.
Leader tốt, cởi mở.
Môi trường làm việc ổn. PM vui vẻ hòa đồng. Đồng nghiệp cũng vui vẻ. . Tùy theo dự án có tính lương OT, có dự án thì không.",,,,
SA-127,"Nhân viên mới đều được cấp Macbook đời mới . - Được cấp Macbook ngay ngày đầu tiên đi làm
- Các bạn HR nhiệt tình hỗ trợ
- Có mấy câu lạc bộ thể thao xịn xò: bóng đá, cầu lông, yoga, chạy bộ...
Đâu có OT gì đâu ta . Lò vi sóng hơi ít vì số lượng nhân viên ngày càng tăng, hy vọng công ty sẽ đầu tư thêm",,,,
SA-128,"Môi trường cứng nhắc, sếp ko có năng lực chuyên môn . văn phòng rộng rãi, bãi đậu xe mát mẻ, thuế, bảo hiểm xã hội được đóng đầy đủ . Môi trường cứng nhắc , đi làm phải áo sơ mi đóng thùng, dép có quai hậu hoặc giày, vi phạm bị ghi tên, đi trễ 1 phút bị ghi tên (về trễ ko ai nói gì :)) ). Mỗi lần bị ghi tên ăn KiD, quý đó coi như trừ lương sấp mặt. Sếp ko có năng lực chuyên môn, chỉ biết nói việc cần làm xuống và làm, làm việc ko có quy trình, toàn kiểu thử và sai ko có specs mô tả cụ thể (đa số là sai, làm đi làm lại chết dev, đôi khi dev kiêm luôn UI/UX). Toàn tuyển sinh viên mới ra trường (lương ít), việc thì đẩy nhiều ko tả nổi, OT là chuyện hàng ngày, phải đi làm thứ 7 và ko trả lương OT. Đa số người có năng lực vô làm 1 thời gian rồi nghỉ
OT là chuyện hàng ngày, phải đi làm thứ 7 và ko trả lương OT",,,,
SA-129,"Công việc nhiều . Văn hóa công ty, innovation, learning english, có điều kiện travel nước ngoài nhiều. . Công việc nhiều, áp lực cao và đòi hỏi OT nhiều giờ mà không có benefit xứng đáng.",,,,
SA-130,"Môi trường quốc tế . Môi trường quốc tế, được làm việc trực tiếp với team nước ngoài (Sing, US) giúp cải thiện ngoại ngữ và tăng sự tự tin đáng kể.
Hầu như ko có OT, ở đây ko ai ép bạn phải làm gì cả mà sẽ là bạn tự làm vì đó là trách nhiệm của bạn. . Chưa thấy gì cần cải thiện. Máy lạnh hơi lạnh. Văn phòng hơi xa.",,,,
SA-131,"Công ty lớn, quy trình đầy đủ, áp lực nhiều, môi trường hơi toxic . Quy trình làm việc khá rõ ràng, có bộ phận xử lý riêng biệt nên nếu biết xử lý sẽ nhanh. Có nhiều loại chế độ cho talent pool.
Không có OT cho nhân viên (trừ IT, dev). Nhân viên nghiệp vụ khác không được tiền OT. . Cần xác định công việc rõ ràng hơn giữa các bộ phận mới thành lập.",,,,
SA-132,"Công Ty Rất Tốt ( Vị trí Java Developer) . Công ty cơ sở vật chất tốt, đồng nghiệp rất tốt bụng và thân thiện. Mọi người quan tâm tới nhau và giúp đỡ công việc rất nhiều. Giờ giấc linh động nhưng mọi người không lạm dụng nó. Bạn đi làm chậm nhất là 9h có thể đi trễ hơn, nhưng miễn sao bạn làm đủ giờ công và chất lượng công việc là được. Công ty rất vui vẻ và phúc lợi theo mình là tốt hơn so với các cty Việt Nam khác. Anh lead Java hiện tại rất thân thiện. Cả ông sếp người Úc và chị HR cũng rất tốt. Nói chung mọi người trong cty ai cũng tốt hết :D. Công ty có làm theo quy trình sử dụng jira.
Công ty không có OT. Làm đúng giờ bạn có thể về, thứ sáu bạn được sếp yêu cầu về sớm nữa :D . Công ty làm chủ yếu là CMS, có nhiều team .NET, PHP và JAVA nên chủ yếu mọi người cũng làm về CMS. Bạn sẽ bị phụ thuộc vào các hệ thống CMS khách hàng sử dụng rất nhiều, nên những gì bạn học được chỉ là về CMS. Mình vào công ty vị trí Java nhưng cảm thấy mình yêu thích làm product để có cơ hội làm với các công nghệ mới hơn thay vì phụ thuộc vào các hệ thống CMS có trên thị trường (Magnolia, OpenCMS, AEM CMS,..) Nhưng các bạn nên cân nhắc trước khi gia nhập cty để tránh lãng phí thời gian của bạn và tiền bạc của cty, công ty là làm về CMS nên bạn nào chưa hiểu khái niệm này nên tìm hiểu kĩ thêm và hiểu rồi thì cũng nên cân nhắc lại vì công cty làm toàn bộ những dự án CMS đã build sẵn, chứ không phải bạn build CMS từ đầu bằng ngôn ngữ nào đó ( mình đã bị nhầm lẫn khái niệm này vì trước mình làm 1 startup build CMS lên chứ không sử dụng các hệ thống CMS trên thị trường, vì vậy mình ko gắn bó với cty lâu dài được chứ cty thực sự ổn) Nếu làm cho công ty bạn sẽ học được nhiều các hệ thống CMS hiện nay nhưng sẽ bị hạn chế chỉ trong mảng CMS. Mình khuyến khích các bạn có kinh nghiệm lâu năm, đã học được nhiều thứ, nắm được nhiều xu thế công nghệ và yêu thích làm CMS hẵng vào công ty. Không khuyến khích các bạn muốn học nhiều thứ khác nữa, không chỉ đơn thuần CMS xin vào cty. Tốn tiền tuyển dụng của cty các bạn lại out vì thấy không phù hợp định hướng :D",,,,
SA-133,"Good for Freshers . Văn phòng rộng, đẹp, làm trên máy tính bàn, nhưng không clone source code công ty về nhà review được. . Tập trung vào phát triển con người nhiều hơn, đầu tư thêm về đào tạo phát triển nghề nghiệp nhân viên.
Career path không rõ ràng. Apply Java, phỏng vấn Java, vô làm thì bị đẩy qua làm Ruby.",,,,
SA-134,"Training proccess chuyên nghiệp, đồng nghiệp chuyên môn cực tốt . - Training proccess chuyên nghiệp, đầy đủ, lịch trình rõ ràng
- Đồng nghiệp chuyên môn cực tốt
- Policy nói chung tốt, lương cũng thuộc dạng khá . - Đi làm hơi xa, kẹt xe
- Ăn trưa hơi xa, k gần quán cơm ngon
- Làm việc hơi trâu bò, tập trung",,,,
SA-135,"Lương thấp, review lương chậm . Sếp và đồng nghiệp thân thiện, nghỉ thứ 7 chủ nhật . Chế độ OT không rõ ràng, chế độ công tác thấp, công nghệ còn cũ
OT phải được duyệt mới được trả tiền, nhiều lúc OT nhưng không được trả tiền do PL ko duyệt",,,,
SA-136,"nói chung là ổn . môi trường lv thoải mái, chế độ rõ ràng minh bạch, anh em nếu muốn tìm hiểu về công nghệ mới cứ mạnh dạn apply
Chế độ OT rõ ràng, đúng luật, chưa gặp vấn đề gì khi OT, cũng k thường xuyên phải OT lắm . Văn phòng nhiều lúc hơi bí, có hỗ trợ cơm trưa nữa thì tốt",,,,
SA-137,"Tốt với fresher . Khách hàng đa số từ nước ngoài, có thể đảm nhiệm nhiều vai trò, làm thêm extra jobs, có thể học hỏi từ mentors.
Nhiều dự án, công nghệ trải đều, cơ sở vật chất tốt . Có nhiều dự án kết thúc nhanh, khả năng tác động của cá nhân đến dự án không nhiều.",,,,
SA-138,"Môi trường tốt . Dự án chủ yếu tài chính ngân hàng nên hơi chán
Dư án trước giờ toàn ngắn hạn
Môi trường học hỏi tốt
Sếp biết quan tâm nhân viên
Được cấp Mac book mới nhất
Văn phòng ở co working space hiện đại
Đồng nghiệp hòa đồng . Cung cấp nhiều khóa học online
Lớp tiếng Anh cho giao tiếp",,,,
SA-139,"Phù hợp với các bạn mới ra trường . Leader nhiệt tình, đồng nghiệp thân thiện.
Các dự án có requirement về công nghệ khác nhau, khá thích hợp để rèn luyện kỹ năng.
Lương tháng thấp nên lương OT cũng khá thấp, chưa xứng đáng với công sức bỏ ra. . Lương thấp, nên trả lương đúng với công sức nhân viên bỏ ra.",,,,
SA-140,"chuyên nghiệp . vp đẹp, rộng rãi , chuyên nghiệp.........................................................................................
ít OT ............................................................................................. . chưa có gì .................................................................................................................",,,,
SA-141,"Thích hợp cho fresher, môi trường thoải mái . - Văn hóa công ty thoải mái
- Giờ giấc thoải mái
- Đào tạo đặc thù về AUTOSAR, là 1 mảng công nghệ đang rất hot, nếu chăm tự học sẽ có thể lấy được 1 vùng kiến thức quan trọng . - Lương cần cải thiện, nhân viên đóng góp rất nhiều để các sản phẩm ra đúng hạn, nhưng khi tiền customer trả về department lại chả thấy bonus đâu
- Các task chỉ có một chiều và vẫn chưa khoáy sâu vào vùng kiến thức cần nắm
- Vẫn còn số ít leader hách dịch
Rất khó để có được OT, thủ tục xin duyệt từ nhiều phía, trừ khi plan quá gấp mới có",,,,
SA-142,"Friendly colleague . Đã từng là môi trường làm việc thân thiện, vui vẻ, giúp đỡ lẫn nhau.
Đã từng là môi trường có thể học hỏi được nhiều về hệ thống liên quan đến booking. . - Sếp hiện nay đánh giá nhân viên theo tiêu chuẩn lòng trung thành mà không phải theo năng lực.
- Quản lý hiện nay không hiểu được sản phẩm công ty, không hiểu nhu cầu người dùng, do đó sau khi nhận mail chỉ biết forward, và còn forward sai với yêu cầu người gửi, gây khó khăn cho team IT
Hiện nay OT đều là tự nguyện.
Không có chế độ cho OT dù sếp bắt buộc phải OT.",,,,
SA-143,"OT quá nhiều, lương thấp. . OT quá nhiều, lương thấp, chế độ thua các công ty khác nhiều. . Lương thấp, OT quá nhiều, không phát triển được bản thân.",,,,
SA-144,"Sếp tốt môi trường phù hợp sinh viên mới ra trường . môi trường trẻ trung năng động, nhiều hoạt động cho Fresher academy . Lâu trả lương Overtime, 1 năm có 2 đợt trả lương Overtime",,,,
SA-145,"Only looks nice outside . - Learning and work opportunities are good
- Modern facility
- Can order office lunch through a mediary for a reasonable price
- Most people are sociable and hard-working
At the end, I gave thumb up, but neither do I recommend or disapprove working here. If you're looking for opportunities then go ahead. If you want a stable job, then don't. . - High turnover. You see lots of people going and coming. (Common in outsourcing companies)
- High expectation and target. Working on 3-4 projects at the same time to meet the target. Because projects cost estimates are low, you have to double/tripple your efforts.
- High pressure.
- Racial preference. There's a PM who can only communicate in Japanese, but the developers are 99% Vietnamese.
- Arrogant and self-centered staff. Some PMs have their own working style and won't adapt to others. Like to criticize others but don't wan't to admit their own faults (Some managers can't even speak proper Japanese).
- No specified work management methods. PMs have to work in their own way.
- OT. Despite OT not being mandatory, the majority of people stay for longer, because of high expectation and target (explained below.)",,,,
SA-146,"Phù hợp với mới ra trường đẻ lấy kinh nghiệm + process . Công ty đông, phù hợp với mới ra trường, tích lũy kinh nghiệm . log ot cho nhân viên, giờ làm việc cần thoải mái hơn.
ít khi được log ot và quy ra ra lương + ngày phép",,,,
SA-147,"Low salary, boss is not good enough . Working time is flexible and culture of the company . Salary is lower than market
Boss do not make enough conditions for development of employees.
Boss prefer saying than helping employee .",,,,
SA-148,"Rewiew office Advesa Hanoi . Vị trí ở gần Hồ Tây, không gian thoáng mát và phù hợp cho không gian.
Văn phòng đẹp được trang thiết bị Apple làm việc.
Mọi người đều hoà đồng, thoải mái và vui vẻ.
Chưa có OT trong công việc. Vì là công ty sản phẩm nên việc này chưa có. . Cải thiện bữa ăn: có thể thuê người nấu ăn thì tốt.
Có thêm không gian cho minigame",,,,
SA-149,"Tốt cho các bạn mới ra trường . Văn phòng đẹp, đồng nghiệp vui vẻ hòa đồng. Có nhiều sếp tốt . Thích hợp cho sinh viên mới ra trường cần trao dồi kinh nghiệm . OT nhiều do phần lớn là sinh viên , fresher . lương thấp so với mặt bằng chung
OT quá nhiều có khi đến 5h sáng ! khoảng tính tiền OT chưa hợp lý.",,,,
SA-150,"Nếu không biết tiếng Nhật thì đừng vào đây . Nêu bạn yêu thích tiếng Nhật thì nên vào đây Vì chỉ cần biết tiếng Nhật lương bạn sẽ cao chót vót, cao hơn cả dev giỏi nhưng ko biết tiêng Nhật. Và hơi bị phân biệt chủng tộc. Người Nhật thì được chạy xe vào khuôn viên còn người Việt thì phải dắt bộ. . công ty này không có gì phải phàn nàn...... ............",,,,
SA-151,"Phù hợp cho các bạn mới ra trường làm quen môi trường làm việc thực tế . Nhiều dự án đủ thể loại lớn bé. Tuy nhiên có những dự án không nên làm lâu, sẽ bị mai mốt kĩ năng . Xóa chế độ làm việc 44h. Tính OT cả 4 tiếng thứ 7 .
Không tính OT 4 tiếng thứ 7 nên có vẻ chưa công bằng",,,,
SA-152,"Mọi thứ đều ổn. Ngoại trừ khả năng tăng lương . Thời gian không gò bó
Không gian nhiều đồng nghiệp thân thiện.
Dự án ổn định . Khả năng tăng lương chậm ổn định, rất khó cho những ai năng động, muốn bứt phá trong sự nghiệp",,,,
SA-153,"Nhân viên giỏi, nhìu cơ hoi onsite . Nhân viên giỏi, nhìu cơ hoi onsite
Văn phòng đẹp, giờ giấc thoải mái đồng nghiệp vui . Lương tăng chậm, mặt bằng thấp hơn các chỗ khác. Ot không có nhiều tiền
Không được tiền ot như đã nói. Chỉ có nghỉ bù. Khi cần thì ot rất nhiểu áp lực",,,,
SA-154,"It's an ideal environment for newcomers . What stands out the most is the collaborative and supportive work culture. The leadership team is encouraging and always ready to guide you. There are also various activities focused on promoting mental health, showing that the company genuinely cares about its employees' well-being. The individual development plan is clear, and there are abundant opportunities for learning and growth.
Employees are aware of the expectations, and the company maintains a good balance, ensuring that overtime is not a regular requirement . One area that could be enhanced is increasing the frequency of some of the mental health activities or providing additional resources to further support employees' personal development. Other than that, the company provides a solid structure for career advancement and well-being.",,,,
SA-155,"Cơ sở vật chất tốt . Bãi đậu xe rộng rãi, có sân đá bóng, sân chơi cho nhân viên, chổ thư giãn.. . (This Disadvantages are not apply for the whole company, only some BUs)
1. This company is not provide a good wage to the staffs.
2. Jobs in this company is so boring.
3. Good working process but very conservative.
4. Not using trendy technologies.
5. Technologies used is depend on customer's choice.",,,,
SA-156,"Lương cao nhưng mấy chính sách chăm sóc đời sống nhân viên thì chưa ổn . Lương ở đây khá cao. và trả đúng hạn. sếp ở đây cũng nhiệt tình. . Phòng làm việc khá nhỏ, ghế ngồi thì thuộc loại ghế cũ, không ngã lưng được, và cũng ko có tay dựa. vẫn phải trả phí khi gửi xe. công ty không có chỗ relax cho nhân viên, cũng như không có nước ngọt và bánh trái. lâu lâu thì có người gọt trái cây mang cho. văn phòng hơi bừa bộn và tù túng. các hoạt động khác trong văn hóa công ty cũng chưa được phổ biến
làm OT thì không trả lương như bình thường, thay vào đó là sẽ được công thêm ngay nghỉ. thấy vậy có điều không ổn, kiểu bị mất % lương OT",,,,
SA-157,"Môi trường không đáng tin cậy . Không có thích điều gì ở công ty này. Hãy cân nhắc khi nộp đơn. . 1/ Sếp không thích nhân viên làm việc nhanh, đúng giờ, đúng deadline. Cho dù bạn làm xong, ra về đúng giờ đồng nghĩa với bạn là kẻ vô dụng
2/ Bóc lột, OT suốt đêm tới 1-2h sáng vẫn không có lương. Bạn từ chối đồng nghĩa với bạn là kẻ vô dụng.
3/ Leader giao task không giao documents, bảo tự xoay sở.",,,,
SA-158,"môi trường năng động , sức trẻ nhưng chế độ chưa được ổn . môi trường năng động , sức trẻ và mọi người trong team thì hòa đồng . Chính sách của cty đôi khi ko được rõ ràng , dẫn đến nhân viên ko hiểu về chính sách sẽ có những thái độ tiêu cực trong cv và đời sống
OT chỉ là giải pháp tạm thời , nếu được thì phải replan lại đảm bảo chất lượng sản phẩm , vì khi làm việc nhiều khả năng tập trung kém đi",,,,
SA-159,"OT too much . Văn phòng rộng rãi, mùi coffe dễ chịu, lương tốt. Viết thêm cho đủ 50 ký tự. . OT quá thường xuyên, áp lực từ lead quá nhiều, không thích hợp cho những người có gia đình.
Vì tôi không thích OT, chỉ có vậy thôi. Viết thêm cho đủ 50 ký tự.",,,,
SA-160,"Môi trường làm việc tốt . - Dự án international nên được làm việc trực tiếp với các đồng nghiệp ở nước ngoài (rất quan trọng để cải thiện kỹ năng giao tiếp tiếng anh)
- Công ty tổ chức rất nhiều event hay, sponsor cho các hoạt động thể thao, bơi lội, yoga để cải thiện sức khỏe nhân viên.
- Công ty có tinh thần lắng nghe và cải thiện những điều chưa tốt qua thời gian.
- Có thêm bảo hiểm sức khỏe premium cho gia đình (vợ, chồng). Làm việc lâu thì đc thêm iPhone và bảo hiểm sức khỏe bổ sung cho con cái hoặc cha mẹ.
- vân vân và mây mây :D
Công ty không khuyến khích OT. Mình làm cũng khá lâu ở công ty mà chưa bao giờ dự án request mình phải OT cả. :D . Nên có nhiều cách để tạo động lực cho nhân viên cải thiện bản thân.",,,,
SA-161,"Công Ty Outsource với nhiều Benefit tốt . Công ty nằm trong Etown nên có bãi giữ xe với không gian thoải mái làm việc, mỗi sáng đều có bữa ăn sáng cho nhân viên, giờ giấc linh động
Được làm việc với khách hàng nước ngoài tùy theo dự án, benefit cho nhân viên khá tốt
Công ty không khuyến khích OT. công việc cũng không áp lực đến mức OT . hiện tại thì chưa có gì cảm thấy chưa ổn. tát cả đang rất tốt với mình",,,,
SA-162,"Công việc trẻ trung, môi trường cởi mở, sáng tạo. . Môi trường trẻ trung. Daily snack party per week. Có thể nhanh béo. . Thanh máy chật chội. Phải chọn giờ đến nếu không muốn muộn giờ làm.
Thời gian OT không được mở điều hòa. Nhưng nếu có người ở lại cùng sẽ vui hơn.",,,,
SA-163,"Không hợp cho ai muốn phát triển theo hướng techical lead . - Giờ làm việc linh hoạt
- Môi trường tiếng anh
- Các lớp training
- Môi trường thân thiện . - Lương thấp so với mặt bằng chung
- Project thường xài công nghệ cũ
- Ko có người review code nên code quality khá thấp",,,,
SA-164,"Công ty khá OK . Cơ sở vật chất tốt, giờ làm việc nghiêm túc, đồng nghiệp trình độ cao và sẵn sàng giúp đỡ. . Đi công tác khá nhiều, sếp khó tính.
Công việc khá bận rộn.",,,,
SA-165,"Môi trường không rõ ràng. . Lương khá.
Trong team nhiều người vui vẻ, thoải mái.
Không OT. . Phúc lợi không rõ ràng.
Giam lương 12 ngày.
Không khuyến khích nhân viên phát triển.",,,,
SA-166,"Môi truờng làm việc thân thiện, văn phòng ở mức trung bình. Dự án công nghệ cũ . Đồng nghiệp thân thiện, có thể mở rộng các mối quan hệ thêm
OT có 2 dạng: tính tiền và bù ngày phép . Tăng phúc lợi, giảm bớt áp lực lúc thử việc, cải thiện văn phòng làm việc",,,,
SA-167,"lương thấp . Đồng nghiệp vui vẻ, học hỏi lẫn nhau, tự tổ chức team building vui vẻ . Họp và báo cáo mất thời gian. Sếp không tốt. Lương không cao",,,,
SA-168,"Công ty tốt, quy trình rõ ràng, phù hợp để học hỏi nhất là với Fresher . Đồng nghiệp trong công ty hòa đồng, thân thiện nhất là có nhiều đồng nghiệp trẻ cùng độ tuổi với mình, anh em chơi với nhay rất vui . Dự án mình từng làm với khách hàng Nhật phải OT, ON hơi nhiều, thậm chí là triền miên khiến nhân viên mệt mỏi nên cần cải thiện khâu estimation.
Dự án mình làm với khách hàng Nhật phải OT khá nhiều, thậm chí là ON, tuy nhiên lương OT được trả đầy đủ và quy đổi thành ngày nghỉ phép",,,,
SA-169,"More than expectation . - What I like the most here is hybrid working mode with flexible working time. I can leave work at 4pm to pick up my child from school than work from home :)).
- Performance is mostly evaluated through the result outcome and productive instead of working hours.
- Most of familiar benefits are well provided such as: PTI Insurance, Macbook provided, monthly teambuilding, a lots of snacks and beverage at pantry, individual training budget,..bla bla
- Performance Bonus twice a year with maximum is 2-month/year
Japanese company but Western working style and culture . It'd be great if the company also sponsor private healthcare for employee's children/spouse",,,,
SA-170,"Lương ổn, phù hợp ai ngoan ngoãn . Lương ổn
.........................................
.. . Phân biệt cấp bậc, ở đây muốn sống tốt phải biết nâng bi. không được trái lệnh, lệch cái là bị đì cho đ' ngóc đươc lên, bảo sao phải biết nghe vậy. Team building hè gộp chung với tổng kết cuối năm. Hoàn thành KPI mới cho đi nghỉ mát
Phân biệt cấp bậc, ở đây muốn sống tốt phải biết nâng bi",,,,
SA-171,"Cong ty cung tam tam . Moi truong thoai mai, than thien, vui ve.
Gio giac thoai mai . Chi phu hop vs SV moi ra truong.
Khong nhu nhung gi PR qua da
Khong nhu nhung gi PR, cong ty lam viec manh mung, Chi phu hop vs SV moi ra truong.",,,,
SA-172,"Moi truong thoai mai, van phong rong rai, co nhieu project khac nhau de hoc hoi . Moi truong lam viec chuyen nghiep, rong rai, khong co OT. . Luong binh thuong, it di du lich va teambuiding, it thuong theo project, OT phai duoc kiem duyet ky moi duoc tinh la OT, computer yeu, policy cao.",,,,
SA-173,"Nhân viên mới được support nhiệt tình . + Quy trình phỏng vấn nhanh gọn lẹ
+ Chế độ lương thưởng phúc lợi tốt
+ Support nhiệt tình
Chưa OT bao giờ nhưng đọc thấy chế độ OT của công ty khá tốt . + Màn hình làm việc hơi nhỏ
+ Văn phòng HN hơi bí
dù sao m wfh chủ yếu nên cũng k ảnh hưởng lắm",,,,
SA-174,"Literally affected by relationship . Standard overall benefits.
Salary line equal or higher than market. . Not very clearance and open mind. Highly base on relationship.",,,,
SA-175,"Đánh giá về FSoft . Anh em đồng nghiệp tốt, môi trường thoải mái flexible
Mọi thứ ở công ty đều khá tốt trừ việc lương thưởng và định hướng công ty . Chế độ lương thưởng cần cải thiện rất nhiều, sếp cần quan tâm nhân viên nhiều hơn",,,,
SA-176,"The right environment, good project & awesome people . The thing I love the most is people, at Grab, you can find a lot of awesome people from around the world, who worked at AWS, Google, Facebook, ... (big tech companies)
You can talk & get help from many people.
You can join a lot of rooms to learn, discuss, leave comments about any problem your interests.
A lot of documentation about the project, technology and you can discover by yourself & following it to get something news.
Grab pay for OT very good, clearly & fit for you developer . At first, maybe you can feel overwhelmed, feeling you hard to contribute to Grab. But after one or two months everything will better.",,,,
SA-177,"Đồng nghiệp thân thiện, sếp khó ưa. . Đồng nghiệp khá hoà đồng, thân thiện. Có phòng ăn trưa và phòng relax để nghỉ ngơi buổi trưa. . Sếp không biết thông cảm và thấu hiểu, quá hám danh hám lợi. Lúc nào cũng chê này chê nọ.
OT điên cuồng không có lương thêm, hỗ trợ gì. Đòi hỏi trách nhiệm nhưng không đề cập quyền lợi cho nhân viên (trừ cấp quản lý).",,,,
SA-178,"HMD tách khỏi Yes4all. Yes4All thay máu nhân viên nhanh chóng mặt . Văn phòng đẹp, pantry đẹp, ghế ngồi được CEO nhấn mạnh là 5 triệu 1 cái . Thay nhân viên nhanh chóng mặt, từ cấp cao đến cấp thấp. Chưa kịp nhớ mặt đã mất mặt.
Không có lương OT, làm trễ thì chịu. CEO chụp hình khuyên khích nhân viên ở lại làm việc trễ hơn giờ quy định.",,,,
